director_name,director_url,year_result,award_name,category,title
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,Chainsaw Award,Best Screenplay,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,The Pearl,Best Feature Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2011 Nominee,Film and Literature Award,,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2011 Winner,Youth Jury Award,,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Premio ACE,Cinema - Best Director,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2005 Nominee,Premio ACE,Cinema - Best Director,La mala educación
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2003 Winner,Premio ACE,Cinema - Best Director,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Winner,Golden Reel,Best Foreign Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2005 Winner,"""La Navaja de Buñuel"" Award",,La mala educación
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2000 Winner,"""La Navaja de Buñuel"" Award",,Todo sobre mi madre
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Golden Eagle,Best Foreign Film,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Winner,Audience Award,World Cinema,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2016 Winner,Audience Award,¡Viva el Cine!,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Winner,Gopo Award,Best European Film (Cel mai bun film european),Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,Gopo Award,Best European Film,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Gopo Award,Best European Film,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2002 Winner,Audience Award,,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Winner,Golden Globe,Best European Film (Miglior Film Europeo),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2002 Nominee,Golden Globe,Best European Film (Miglior Film Europeo),Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Nominee,Award of the Argentinean Academy,Best Foreign Film (Mejor Película Extranjera),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2021 Winner,Jury Prize,Best Narrative Film,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1988 Winner,Silver Medallion Award,,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Nominee,ICS Award,Best Adapted Screenplay,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,ICS Award,Best Director,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,ICS Award,Best Original Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,ICS Award,Best Director,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,ICS Award,Best Adapted Screenplay,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Winner,Feroz Award,Best Director,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Nominee,Feroz Award,Best Screenplay,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2023 Winner,Honorary Award,,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,Feroz Award,Best Director,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Winner,Feroz Award,Best Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,EDA Award,Best Non-English Language Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,EDA Award,Best Non-English Language Film,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2009 Nominee,EDA Award,Best Non-English Language Film,Los abrazos rotos
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Nominee,EDA Award,Best Picture,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Nominee,EDA Award,Best Drama by or About Women,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2021 Nominee,DFCS Award,Best Original Screenplay,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,DFCC,Best Director,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,DFCC,Best Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Nominee,DFCC,Best Director,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Winner,CinEuphoria,Best Film - Audience Award,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Winner,CinEuphoria,Best Director - Iberian Competition,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Winner,CinEuphoria,Best Screenplay - Iberian Competition,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,CinEuphoria,Best Film - International Competition,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Winner,CinEuphoria,Top Ten of the Year - International Competition,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Tribute Award,,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Globe de Cristal,Best Foreign Film (Meilleur film étranger),Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,Globe de Cristal,Best Foreign Film (Meilleur film étranger),Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,IFMCA Award,Best Archival Release of an Existing Score - Compilation,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Winner,Dorian Award,Wilde Artist of the Year,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Winner,Trailblazer Award,,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Dorian Award,Director of the Year,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Winner,Audience Award,Best Foreign Film (Melhor Filme Estrangeiro),La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Winner,Audience Award,Best Foreign Director (Melhor Diretor Estrangeiro),La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Audience Award,Best Foreign Director (Melhor Diretor Estrangeiro),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2003 Winner,Critics Award,Best Foreign Film (Melhor Filme Estrangeiro),Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2003 Winner,Critics Award,Best Foreign Director (Melhor Diretor Estrangeiro),Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2006 Winner,Audience Award,Best Foreign Film (Miglior Film Straniero),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1996 Winner,Faro de Plata,Lifetime Achievement,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,Platino Award,Best Director,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Winner,Platino Award,Best Director,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Winner,Platino Award,Best Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Winner,Platino Award,Best Director,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Winner,Terenci Moix Award,Best Film,Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Winner,OFTA Film Hall of Fame,Creative,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Nominee,OFTA Film Award,"Best Writing, Screenplay Written Directly for the Screen",Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,José María Forqué Award,Best Picture,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2002 Winner,ACCA,Best Original Screenplay,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1999 Winner,ACCA,Best Foreign Language Film,Todo sobre mi madre
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,IOMA,Special Prize for the Best European Film (Premio speciale al miglior film europeo),La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2007 Nominee,IOMA,Best Original Screenplay (Miglior sceneggiatura originale),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Huading Award,Best Global Director for a Motion Picture,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Huading Award,Best Global Writing for a Motion Picture,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Nominee,INOCA,Best Adapted Screenplay,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,INOCA,Best Director,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,INOCA,Best Original Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,INOCA,Best Non-English Language Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,INOCA,Best Non-English Language Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,ICP Award,Best Director,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,ICP Award,Best Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2011 Nominee,Rondo Statuette,Best Film,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,Gold Derby Film Award,International Feature,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Gold Derby Film Award,Foreign Language Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Gold Derby Film Award,Foreign Language Film of the Decade,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,Gold Derby Film Award,Foreign Language Film,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2010 Nominee,Gold Derby Film Award,Creative Person of the Decade,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Nominee,Movies for Grownups Award,Best Director,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,Movies for Grownups Award,Best Screenwriter,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2005 Nominee,Movies for Grownups Award,Best Screenwriter,La mala educación
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2014 Winner,Yoga Award,Worst Spanish Film,Los amantes pasajeros
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2000 Winner,Special Award,Overachievement in Self-Esteem,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,ASECAN Award,Best Spanish Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2003 Nominee,ASECAN Award,Best Spanish Film,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1991 Winner,ASECAN Award,Best Spanish Film,Átame!
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1989 Winner,ASECAN Award,Best Spanish Film,Mujeres al borde de un ataque de 'nervios'
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2008 Nominee,Sun in a Net,Best Foreign Language Film (Nejlepsí zahranicní film),Volver
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2023 Nominee,Premio Guarani,Best Foreign Film,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Premio Guarani,Best Foreign Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2017 Nominee,Premio Guarani,Best Foreign Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2012 Nominee,Premio Guarani,Best Foreign Film,La piel que habito
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2005 Nominee,Premio Guarani,Best Foreign Film,La mala educación
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Grand Prix (Laurier du Cinéma),Best Foreign Film (Meilleur Film Étranger),Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Winner,LEJA Award,Best Foreign Language Film,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,LEJA Award,Best Achievement in Directing,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,LEJA Award,Best Original Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,Top 10 Film Award,Best Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2016 Nominee,Top 10 Film Award,Best Film,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2002 Nominee,Top 10 Film Award,Best Film,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,1995 Nominee,Top 10 Film Award,Best Film,La flor de mi secreto
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2011 Winner,Museum of Modern Art Film Benefit Honoree,Museum of Modern Art Film Benefit Honoree,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Winner,Vida en sombras Award,,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Días de Cine Award,Best Spanish Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Grand Prix,,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,NDFS Award,Best International Feature,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2002 Winner,Premio Sergio Amidei,,Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Winner,CIC Award,Best Foreign Language Film,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,Impact Award,,
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,SFCS Award,Best Foreign Language Film,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Winner,ICS Cannes Award,Prix du Jury,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2016 Winner,ICS Cannes Award,Best Director,Julieta
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,MNFCA Award,Best Screenplay,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2024 Nominee,Abraccine Award,Best International Feature Film (Melhor Longa Estrangeiro),La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2019 Nominee,Abraccine Award,Best International Feature Film (Melhor Longa Estrangeiro),Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2025 Nominee,Girls on Film Award,Girls on Film Ally Award sponsored by IMDb,La habitación de al lado
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2003 Winner,Luxembourg Film Award,Best European Film (Beschte Europäesche Film),Hable con ella
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,The Golden Linden Award,Additional Programme,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2022 Nominee,BOFA,Best Screenplay,Madres paralelas
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2020 Nominee,BOFA,Best Screenplay,Dolor y gloria
Pedro Almodóvar,https://www.imdb.com/name/nm0000264/,2024 Nominee,ACCRJ Award,Best Films of the Year (Melhores Filmes do Ano),La habitación de al lado
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Winner,Annie,Outstanding Individual Achievement for Directing in an Animated Feature Production,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Audience Award,,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2002 Nominee,Bodil,Best American Film (Bedste amerikanske film),Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Winner,BAFTA Children's Award,Best Feature Film,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Nominee,Palme d'Or,,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Nominee,Golden Camera,,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2002 Nominee,Christopher Award,Film,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2002 Nominee,Hugo,Best Dramatic Presentation,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Winner,Audience Award,,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2001 Winner,LAFCA Award,Best Animation,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Best of the Fest,Best Live Action Short Film,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Special Teen Jury Prize,,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Special Jury Award,Narrative Short,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Short Film Competition Prize,Best Short Film - Novela Form Film - U.S. (over 20 mins.),Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2004 Winner,Jury Award,Best Short Film,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2002 Nominee,Amanda,Best Foreign Feature Film (Årets utenlandske spillefilm),Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Grand Jury Award,,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Best Short,,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Best of ...,Magical Realism,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2003 Winner,Audience Award,Best Short,Family Tree
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2002 Winner,Jupiter Award,Best International Film,Shrek
Vicky Jenson,https://www.imdb.com/name/nm0421776/,2015 Nominee,LAIFF March Award,Best Web Series,Firsts
Domingo González,https://www.imdb.com/name/nm0328126/,2018 Nominee,AVAV,Best Editing & Postproduction,Perfectos desconocidos
Carles Torrens,https://www.imdb.com/name/nm2165066/,2013 Nominee,Maria,Best Short Film,Sequence
Carles Torrens,https://www.imdb.com/name/nm2165066/,2014 Winner,Canal+ Award,International Competition,Sequence
Carles Torrens,https://www.imdb.com/name/nm2165066/,2014 Nominee,Silver Biznaga,Short Films: Special Jury Award (Premio Especial del Jurado),Sequence
